<<<<<<< HEAD
binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,uniform corr 2,pd qcut2,outliers 2,semi_constant_1,random label num 3,multicollinearity 1,duplicate_2,constant_1,outliers 1,random choice 7,semi_constant_2,random choice 2,random choice 4,pd qcut3,informative_2,correlated w target 2,informative_1,pd qcut1,standard scaling,min max scaling,multicollinearity 3,correlated w target 1,uniform corr 1,multicollinearity 4,target,corr_feature_class,duplicate_1,random label num 14,multicollinearity 2,constant_2,class
binary_2,Jeffrey,Kelly,1936-11-27,,jeremy30@example.com,81498 Perez Cape Suite 428,Barbaramouth,CA,61302,0.09869251880561863,Q2,2.205907656241337,q_const_0,label num lo 1,0.7836716543844185,-1.056985377868481,constant_value,-1.620693162125283,Sunday,q_const_0,Rand Choice 1,South,,-1.056985377868481,,-0.41295951406582754,Low,,,-0.38832358728188726,-4.265152561587462,,0.19326260686781122,-1.9193073608436877,-0.7495419289384668,-0.41295951406582754,label num hi 11,0.8709119634191733,constant_value,1
binary_2,Joseph,Galvan,2003-02-10,802-765-5049x322,cmiller@example.org,9982 James Plain,,NV,39911,,,2.2118547302670066,q_const_0,label num lo 1,-0.7632763759558289,-0.7585313086663614,constant_value,0.4910400372773079,Tuesday,q_const_0,Rand Choice 2,East,,-0.7585313086663614,-0.05416799500180325,0.7022225993423667,Low,48696.2071087048,,0.99721460112623,,0.32538313511291644,0.6647502684633199,-1.6096606725350284,1.4729520928020097,0.7022225993423667,label num hi 9,0.08814847496083461,constant_value,0
binary_2,,Rodriguez,1993-04-12,494-682-4714x31348,johngrant@example.com,14475 Nelson Park,,,97406,0.19693372228965206,,2.3641580900204726,q_const_0,,,-1.5397899149568985,constant_value,,Wednesday,q_const_0,Rand Choice 2,,G2,-1.5397899149568985,1.1068228079356766,-1.24750884748395,Low,,363.56487545114857,-0.9162184079839859,,0.24487730075094388,-0.5528635523839948,-2.7066677049914376,-0.5613589161966632,-1.24750884748395,,0.8845724337219587,constant_value,0
binary_2,Corey,Williams,1947-01-03,+1-700-812-5743,harrellsandra@example.org,,,DE,89429,,Q2,2.7744086173496054,q_const_0,label num lo 1,-1.8350127821599116,-1.0411025087047472,constant_value,-0.7634595679527891,Friday,q_const_0,Rand Choice 1,North,,-1.0411025087047472,0.7669981066617417,-1.0151792135118871,Low,49993.25028110799,,0.3211273270831943,,0.24063210047173783,-0.025987826126113823,-1.7073542408108164,-8.886967658366006,-1.0151792135118871,,-0.5326203282534391,constant_value,0
binary_1,,Winters,1991-05-05,769.555.9387,tarascott@example.org,,North Brandonfurt,KY,33075,,,0.9533401665368357,q_const_0,label num lo 3,-0.5187909018532232,0.3505064567410672,constant_value,1.6828419121902898,Saturday,q_const_0,Rand Choice 2,East,,0.3505064567410672,-0.6067675088580101,0.516328039000495,High,48550.500179197596,223.28636717578104,1.6902412704768381,0.5706819350219563,0.5624029416305146,,0.8203179284087657,5.125049729565738,0.516328039000495,,0.25092044722965956,constant_value,1
binary_1,Rachael,Haley,2000-10-28,(213)698-1606,markburgess@example.com,622 Martinez Field Suite 577,Jasmineborough,AK,75074,,Q4,-0.6076465694624273,q_const_0,label num lo 2,-1.2183344956443949,1.4151259858671823,constant_value,0.3439133227916211,Thursday,q_const_0,Rand Choice 1,North,,1.4151259858671823,,1.338418569001626,High,53581.64073370728,,0.10396609760682123,,0.26821508996792087,-0.25569047306008286,2.857341240714227,-0.04621519379921901,1.338418569001626,label num hi 1,-0.8164919326805721,constant_value,1
binary_1,Ariel,Nash,1943-06-01,,michellemack@example.org,,Butlerchester,NE,82432,0.41274605444949736,Q2,6.243565194262674,q_const_0,label num lo 1,-0.5323055549221364,-0.6021145239090464,constant_value,0.1675556852204823,Monday,q_const_0,Rand Choice 1,,,-0.6021145239090464,1.90955332436781,0.15916318788593964,Low,47451.81392103215,332.8464789249838,-2.511374345928047,-1.7789315069645701,,-1.8869427379647348,-1.1142283802462272,1.3204024796079064,0.15916318788593964,label num hi 1,-0.7882322613723527,constant_value,0
,Karen,Nguyen,1930-04-03,+1-771-306-2285x848,milesraymond@example.org,,,,,,,5.31431653086672,q_const_0,label num lo 3,-0.2384408877316171,1.6063514204194438,constant_value,0.6259362382463716,Sunday,q_const_0,Rand Choice 1,North,,1.6063514204194438,,1.3629009558469327,High,49112.51354131783,351.1174012896888,0.507258085573487,,,-0.055563361175857424,3.2596248341943,-0.7470160094680689,1.3629009558469327,,-0.870205223304259,constant_value,1
binary_2,Joshua,Daniels,2014-08-05,334.732.1311,michaelfitzpatrick@example.org,89640 Larson Branch Apt. 138,New Joyceburgh,,62702,,,2.4691716687849627,q_const_0,label num lo 1,0.7957980453675475,-1.0195357899482316,constant_value,-0.5206433129450894,Thursday,q_const_0,Rand Choice 1,,,-1.0195357899482316,-1.6580002338665512,0.967854420508534,Low,,282.1958297890829,-0.5260743946788894,-5.71619203334094,0.23426240268946463,,-2.247099813983678,0.43659562687347697,0.967854420508534,,1.50619600073166,constant_value,0
,Lawrence,Dickson,1924-04-14,,,726 Clark Pass Suite 318,West Melissabury,VA,85197,0.4135288248688052,,-0.5522061473550868,q_const_0,label num lo 2,0.7563126538478028,-1.361533801266685,constant_value,0.31712335161901534,Thursday,q_const_0,Rand Choice 1,,,-1.361533801266685,-0.3720553847655763,-1.1743679415273718,Low,38534.5016222477,270.03938838715123,0.6855347829224271,-0.32725007200997225,,0.6117182277087042,-2.3465357152905564,-3.2145840480217354,-1.1743679415273718,,-0.04851576824455207,constant_value,0
binary_1,Susan,Anderson,1920-11-13,793-213-6384,april80@example.net,7890 Pamela Expressway Suite 266,,KS,96601,,Q1,6.550027042333142,q_const_0,,,-2.967792769263669,constant_value,-1.6456023690516741,Thursday,q_const_0,Rand Choice 1,South,G1,-2.967792769263669,-8.284491267897062,-1.525437990833796,Low,39201.77748545575,,0.05621104548842449,,,0.7269813850512759,-5.682676627594083,1.0494509932112828,-1.525437990833796,label num hi 8,-0.2870159421935499,constant_value,0
,,Miller,1977-05-28,(926)855-5595,nelsonmiranda@example.com,871 Ware Flat Suite 429,Emilyside,,49156,,,3.373490968271036,q_const_0,label num lo 1,-1.258056797261915,2.2975003083414633,constant_value,2.400148186352509,Monday,q_const_0,Rand Choice 1,South,G6,2.2975003083414633,1.5077699798685236,2.256808605908069,High,63059.267039668484,,0.08317662961130073,,,0.2950186287182104,4.475624791336939,5.26327569480957,2.256808605908069,label num hi 6,-1.2037756200813343,constant_value,1
binary_2,Christopher,Calderon,1968-01-12,,,77003 David Fall,,ID,21143,0.8783639186623853,Q4,3.263666661252786,q_const_0,label num lo 3,,1.6590481160212844,constant_value,1.701380581299353,Thursday,q_const_0,Rand Choice 2,,,1.6590481160212844,2.3700954685623996,-0.2722054804685804,High,,206.02429220951444,0.6722094550987117,2.2729371206760303,0.7716253255517259,0.31126334957260565,3.855605821576975,3.651595556501399,-0.2722054804685804,label num hi 9,-0.36173984764457423,constant_value,1
,Donna,Lopez,1996-06-27,(819)369-2400x726,joseph01@example.com,92597 Mathews Keys Apt. 320,Mariamouth,,52791,,Q4,3.3705400866862822,q_const_0,,0.24107837060432616,1.2133734875309548,constant_value,-0.9549895230971154,Monday,q_const_0,Rand Choice 2,East,,1.2133734875309548,-2.1072323202920065,-0.9219133704571894,High,,175.940900322939,0.15909197324366378,,0.7244731778065652,0.2925183413024157,3.0931452303992852,2.95175931786118,-0.9219133704571894,label num hi 11,0.10033160956495532,constant_value,1
binary_2,,Fields,1978-03-20,,jonesluke@example.com,50172 Webster Point,Jessicashire,,25950,0.10041750541218508,Q2,5.231629381125359,q_const_0,label num lo 3,,-0.7716837582725288,constant_value,-0.7691509187179385,Saturday,q_const_0,Rand Choice 2,West,G3,-0.7716837582725288,-0.9243925667189276,-0.9826495673138833,Low,,280.36699098480904,1.2007522057080202,,,1.4341262602232032,-1.139994053506539,-1.1337840938616939,-0.9826495673138833,label num hi 9,-0.008052403101506013,constant_value,0
binary_1,,Cooper,2016-08-17,877-201-5038,phart@example.net,,Lake Joseph,,41818,0.9552479589082319,,8.257906839587854,q_const_0,label num lo 1,-0.13436358981000543,3.2048017441282326,constant_value,1.0121341971352615,Monday,q_const_0,Rand Choice 2,South,G6,3.2048017441282326,5.149189056240829,0.6603828635905034,High,44160.49753094572,327.2040150831573,-0.6289599710147076,,,-0.5430966798618196,6.8903493735981,2.6268684801695836,0.6603828635905034,,0.3576598641465681,constant_value,1
binary_2,Blake,Jones,1961-11-30,8562480196,samuelallen@example.net,,,FM,38252,0.056566260264713356,Q1,5.955615068443286,q_const_0,label num lo 3,-1.5134135045159778,-1.4455341032849864,constant_value,0.3818710983736755,Sunday,q_const_0,Rand Choice 1,South,,-1.4455341032849864,-1.983633441295999,1.9300852707145257,Low,,513.5465248233537,,,,1.5867752138223166,-3.443706075018001,0.7984798433039366,1.9300852707145257,label num hi 3,-0.7087731242122229,constant_value,0
,Cynthia,Olson,1964-09-17,,,7858 Lawrence Extensions,Lisaborough,VT,02579,0.9972949091112704,Q4,8.919315231559995,q_const_0,label num lo 3,,1.5972814392249186,constant_value,0.188695840106952,Saturday,q_const_0,Rand Choice 1,East,G6,1.5972814392249186,,-1.318613721999277,High,53728.25640561596,384.0640147921947,,,,-1.323445573891096,4.032514547969549,0.9415828343809687,-1.318613721999277,label num hi 8,-0.6712495328416178,constant_value,1
binary_2,Eric,Caldwell,1999-07-19,859-500-3301x16885,afloyd@example.org,3007 Wilson Court Suite 718,Jacksonstad,,60522,,Q1,0.080117135221355,q_const_0,label num lo 1,-0.23834155053364334,-1.4347088052009522,constant_value,1.5751763798205933,Thursday,q_const_0,Rand Choice 2,,G2,-1.4347088052009522,0.5784184971404991,0.6473060079608641,Low,49866.227784206334,,-0.2422033214469976,,0.015398568454715121,-0.6269430480277245,-3.041497420660875,0.5755194337234779,0.6473060079608641,,0.11375691140445428,constant_value,0
binary_2,,Thompson,2018-02-10,391.613.7501,thomas00@example.net,8694 Hansen Loaf,Jeffreystad,ND,97356,0.6990973018328507,Q3,3.8081613952531583,q_const_0,label num lo 1,0.8102639547192723,0.4125102519043715,constant_value,1.2012984183066642,Thursday,q_const_0,Rand Choice 1,,G5,0.4125102519043715,,-0.5349500641235907,High,,,-0.9954676783401146,,,-1.419260002467934,1.2637253335392251,1.9662799005552345,-0.5349500641235907,,-0.3273807872045156,constant_value,0
binary_1,,Butler,1954-06-23,472-827-4320x0230,,727 Hardin Stravenue,Juanville,CT,09561,0.9469119698680601,,0.21403042063679312,q_const_0,label num lo 3,1.1238738131752601,1.1686485415245338,constant_value,-2.1323645850100257,Thursday,q_const_0,Rand Choice 1,South,,1.1686485415245338,2.35988227502241,-1.2974126961171988,High,,,1.2464737936196142,0.3124566634355679,0.7736371921768819,0.6743721960106777,3.1083145135689323,1.4070292963055375,-1.2974126961171988,label num hi 14,-0.14747691325213988,constant_value,1
binary_2,John,Hawkins,1912-04-08,,skelly@example.com,,,,,0.9257309253992836,Q4,1.1718637793018065,q_const_0,label num lo 2,,1.9611770946468796,constant_value,-0.4904435178117286,Sunday,q_const_0,Rand Choice 2,South,G6,1.9611770946468796,4.3290632514248575,0.4194294736911304,High,,,0.7050091630166438,,,1.1377297703831868,4.298268964112054,3.2133754749319605,0.4194294736911304,label num hi 7,0.604058458898791,constant_value,1
binary_2,John,Larson,1960-09-10,3132394955,mike32@example.com,,,,,0.012055909696013018,Q1,2.273650554297478,q_const_0,label num lo 3,0.701734439000139,-2.847456832842845,constant_value,0.34709523987196517,Monday,q_const_0,,,,-2.847456832842845,-0.6924693869325158,-1.4504483229659255,Low,,111.69297033356524,0.47943995689832825,,,0.5401831443179776,-5.44712943742837,-0.09794222137042397,-1.4504483229659255,label num hi 3,1.5746681105448463,constant_value,0
binary_1,,Lee,1963-10-28,001-695-626-2027x754,,,,,,,,4.410539165216654,q_const_0,label num lo 3,-0.7234717024255943,0.9254213345020132,constant_value,0.5691031010853217,Thursday,q_const_0,Rand Choice 1,,,0.9254213345020132,3.0480971303123234,-0.46048713364393645,High,40147.507146101234,350.3620729519156,0.02413338811869504,0.11541670422500738,,0.35597082719555423,2.340144657360425,2.750571459806097,-0.46048713364393645,,-0.117080225834064,constant_value,0
binary_1,Erika,Mathis,1945-04-24,,jonathan49@example.org,,Port Jeffrey,,97719,,Q3,-0.7561410546093983,q_const_0,label num lo 3,0.20688164278567167,0.32870621986080795,constant_value,0.12299145895024356,Wednesday,q_const_0,Rand Choice 2,North,G4,0.32870621986080795,0.2470501961465676,0.14044364455231795,,50314.75936895508,273.35739515077023,1.27111654908139,,0.45263132339059103,0.9203514254378702,0.8846952356751921,4.440457036101574,0.14044364455231795,label num hi 8,-0.22774243629399207,constant_value,1
binary_2,Michael,Reynolds,1995-02-23,(787)314-8431x98423,kirbyandrew@example.org,2288 Cummings Inlet,South Jerryfurt,WV,41694,,Q1,1.5872022560695793,q_const_0,,,-1.3580618573630545,constant_value,0.8034244398816743,Wednesday,q_const_0,Rand Choice 2,West,G2,-1.3580618573630545,0.7075293993618474,0.5028902813014561,Low,,377.1223592320235,-2.2626220206280802e-05,-4.840135864808891,,0.5392602363206888,-2.834683842146246,2.3573956594410572,0.5028902813014561,,1.9813076964420493,constant_value,0
binary_1,,Martin,1943-06-09,+1-483-859-3241x2637,ian41@example.com,52525 Brian Mountain,South Zacharychester,,65028,0.864314455040948,Q4,4.070199939748322,q_const_0,label num lo 2,-1.1641548196830904,1.8392380079403248,constant_value,-3.065535434993814,Saturday,q_const_0,Rand Choice 2,West,,1.8392380079403248,1.491155222961753,2.1744277323450603,High,32808.08408366543,294.10798581093,0.05040052973752788,,0.9837693302290618,,3.518577709600781,3.1228820293039563,2.1744277323450603,,0.1290099376606627,constant_value,1
binary_2,Michael,Gordon,1962-04-27,,lewisjamie@example.net,669 Robinson Lock,,DC,32482,,,1.255659241980903,q_const_0,label num lo 2,0.4704534924015787,1.6486536654045474,constant_value,1.0576309647431597,Tuesday,q_const_0,Rand Choice 1,North,,1.6486536654045474,1.112250563825231,1.772779512400588,High,46140.3244743905,457.90189207302285,1.6930397453423636,-4.486505085061347,0.44624418542074257,1.2913586476073287,3.229109120527621,3.957813128807942,1.772779512400588,label num hi 11,0.3713582375560157,constant_value,1
binary_1,Joyce,Abbott,1991-04-05,(513)207-6944x4515,,,South Sherriland,ND,33013,,Q1,1.5470150438055124,q_const_0,label num lo 2,0.5945386419299195,-1.35053303620924,constant_value,-0.42045872666236983,Saturday,q_const_0,Rand Choice 2,East,,-1.35053303620924,0.5084548240756481,-1.0328860863319582,Low,,,-0.44409877260114977,-1.2981205106469733,,0.16818276876146307,-2.36478108302797,-1.0832269606049758,-1.0328860863319582,label num hi 8,-0.0016242251280013413,constant_value,0
binary_2,Richard,Sanchez,2021-05-04,951-266-3150,,59734 Kathleen Brooks,Robertshire,,40937,,,,q_const_0,label num lo 1,-0.03060629249464371,1.7775060441999446,constant_value,-0.4056019223413372,Saturday,q_const_0,Rand Choice 1,North,G6,1.7775060441999446,-0.8274695721293401,1.7985104645464864,High,50749.81679782329,,0.6093098832437772,,0.7138986161480192,1.4869599995717524,3.4974492258948375,5.323655488046153,1.7985104645464864,,0.5076057179093617,constant_value,1
binary_1,Crystal,Velasquez,1958-06-03,592.624.7190x90537,stacey46@example.org,7498 Travis Hollow Apt. 480,West Richard,DC,,0.3788821873712432,Q2,4.595994975023838,q_const_0,label num lo 1,-0.16399516294835423,-1.1338906253518313,constant_value,-2.1333745621663334,Sunday,q_const_0,Rand Choice 1,,G3,-1.1338906253518313,-4.685423301537141,-0.8336241252841264,Low,,336.28269915194693,-0.6890106029423426,,0.09028996389176658,-0.4024670984536399,-1.9597084787454306,-1.216528389008575,-0.8336241252841264,,0.06881906436355853,constant_value,0
binary_2,Douglas,Rivas,1993-07-10,899.301.4310,barnestracy@example.net,,South Miranda,RI,,,,6.127413836460558,q_const_0,label num lo 1,-0.44078680847542523,0.8990672670811085,constant_value,-0.7577961495306546,Sunday,q_const_0,Rand Choice 2,West,,0.8990672670811085,0.6545994368518342,0.7269340172499275,High,52186.35249672534,,-0.03131411383692954,2.7528355111844345,,1.022007322065863,1.9328561643097943,3.7014016564820666,0.7269340172499275,,0.20134262434051242,constant_value,1
binary_1,Melissa,Robertson,2014-02-16,+1-310-787-8037,phall@example.org,3458 Chris Ridge,,,09427,0.4520575465517259,,4.89404650848751,q_const_0,label num lo 3,0.32675720428998356,-2.756305505281615,constant_value,0.27877629603823056,Monday,q_const_0,Rand Choice 2,West,G1,-2.756305505281615,-7.274814640961271,-1.6307708362138578,Low,66443.23533142165,210.1378392064172,,,0.02203346059280179,,-5.198644645293998,4.517537146700523,-1.6307708362138578,,0.7246203460446156,constant_value,0
,Chad,Day,1976-09-11,,,61277 William Club Suite 044,Port Jenniferborough,TN,91891,,,2.476541264900057,q_const_0,label num lo 3,,-0.9889464662027725,constant_value,-1.5530394802770915,Sunday,q_const_0,Rand Choice 1,North,,-0.9889464662027725,-0.41106922557879744,0.30681408325418447,Low,,377.9385236515137,,-1.7161725570753095,0.08391750791524694,,-1.98627231869273,1.4941376859897693,0.30681408325418447,label num hi 11,0.05601782859997956,constant_value,0
binary_1,Michelle,Walker,2021-05-11,665-376-1536x687,erik37@example.org,,Riverastad,CO,53349,,,0.46427786500876955,q_const_0,label num lo 3,0.9288205468651416,-1.7424787203692578,constant_value,-0.11585835150710493,Sunday,q_const_0,Rand Choice 1,West,,-1.7424787203692578,-0.8969261096846739,-1.3941596748562342,Low,,,1.4366670931827685,,,2.2544925013244397,-3.097403201072563,8.286094592268714,-1.3941596748562342,,1.3918471279415865,constant_value,1
,,English,2000-04-22,,elee@example.com,,,,,0.19751400314730433,,3.7859113911947344,q_const_0,label num lo 1,,-1.282664087675575,constant_value,1.310200595987874,Tuesday,q_const_0,Rand Choice 1,South,G2,-1.282664087675575,,0.22233930594704887,Low,55123.39704822907,,-1.0407582336117072,,,-0.8835927542724353,-2.5903212291134534,2.672658301883904,0.22233930594704887,,0.877062550703766,constant_value,0
binary_2,Clifford,Rogers,1917-04-08,724-981-1974x8910,,301 Bates Plains,Greenview,VT,23714,0.2746579503121937,,9.543272548585545,q_const_0,label num lo 2,0.44174623528579166,-1.370085159458374,constant_value,0.8364100027791694,Tuesday,q_const_0,Rand Choice 2,,,-1.370085159458374,-2.6084808848852057,2.370541664545275,Low,40110.395805461616,,,-1.8714101542669532,0.08367065295276926,-1.1000801876815154,-3.41227161849385,,2.370541664545275,,0.5626673834308136,constant_value,0
binary_1,,Fletcher,1985-02-25,(501)858-9525,patriciamiller@example.net,,,,,,,0.7619629508669146,q_const_0,label num lo 2,1.2465737412842333,1.2061401472109812,constant_value,0.21044729139422497,Sunday,q_const_0,Rand Choice 2,,,1.2061401472109812,3.3988341382532834,1.1659080801227226,High,,,-0.7788756874082988,4.009059758317695,,-0.5163047220709182,2.460761193298983,1.9188265344478532,1.1659080801227226,label num hi 14,0.3117610837752496,constant_value,1
binary_1,Tracy,Hughes,1947-07-03,,michael32@example.com,646 Butler Manors Apt. 159,Taylorborough,HI,37247,0.8391267602567716,Q4,-2.4440018452031205,q_const_0,label num lo 1,-0.2053929184116426,1.2794645156271893,constant_value,-0.29920406319395,Tuesday,q_const_0,Rand Choice 1,,G5,1.2794645156271893,2.073363300397287,1.2807941433384684,High,,,-0.2266731413833183,4.867814063200483,0.8497005395737343,-0.20294013385714743,2.583842814102003,4.101811102255546,1.2807941433384684,label num hi 12,-1.3764418746940492,constant_value,1
binary_2,David,Simpson,1941-02-25,999.848.2169x35991,,196 Martinez Estates,Kellyview,WY,45141,0.6751819203352079,Q3,2.113371412781549,q_const_0,label num lo 2,0.6270322178367984,0.6835650846483708,constant_value,0.7421575847867825,Wednesday,q_const_0,Rand Choice 2,South,,0.6835650846483708,2.066082081814491,1.0395947858326746,High,,419.21933396604834,-0.872514941391872,-1.5931943913236895,0.3663024424952199,-1.4645817709101876,1.378966391585098,0.4273589964576907,1.0395947858326746,label num hi 6,-0.5670155019950032,constant_value,1
binary_1,Michele,Smith,1994-09-03,342.915.4331x77248,,5556 Obrien River Apt. 798,Port Natalieborough,NM,28289,,Q4,0.9847898312359455,q_const_0,label num lo 3,,0.9906596212461922,constant_value,0.05790990450223673,Tuesday,q_const_0,Rand Choice 2,North,G6,0.9906596212461922,1.8616224792951122,-2.5672716283403187,High,62970.18297182089,,-0.38357585303392255,,0.38268487884788555,-1.0158773934176428,3.102351828106444,4.727865705084435,-2.5672716283403187,,-0.08740590862505407,constant_value,1
,Stephanie,Adams,1946-05-27,(437)698-4123x479,johnsonjulie@example.net,6698 Harper Village,Parksland,ME,11420,,Q3,1.4457832304426856,q_const_0,,1.4390666456038352,0.6955191666160299,constant_value,1.496007821934734,Sunday,q_const_0,Rand Choice 2,East,G5,0.6955191666160299,,-0.571308281951504,High,,,-0.393443632100746,0.5145257192629862,0.4522616933986319,-0.6442135927954717,1.8805438996639685,,-0.571308281951504,,1.3191198407322307,constant_value,0
binary_1,,Chapman,1997-11-21,409.829.6889,alex98@example.com,3908 Ferguson Grove,Port Amyland,KY,,0.23317903735794548,Q1,0.917262783336251,q_const_0,,-0.5555974736277696,-1.6136710031913029,constant_value,-1.4061927007928106,Wednesday,q_const_0_2,Rand Choice 2,,G2,-1.6136710031913029,-1.5259143822597738,-1.221291173124094,Low,,,-0.7088203988240289,,,,-2.8726338193242995,-0.20558371403243925,-1.221291173124094,,-1.2780562282049595,constant_value,0
,Christopher,Gordon,1997-11-01,,grahamdeborah@example.net,12666 Ryan Dam,North Patricia,,22324,0.15397960168769187,,3.0709498601039575,q_const_0,label num lo 3,,-2.6211340231214937,constant_value,0.10092205421361594,Friday,q_const_0,Rand Choice 2,West,,-2.6211340231214937,,-1.4545282567416151,Low,,198.68195142720265,-2.0108501714933062,,,-2.1750315468363373,-4.9612439348589685,,-1.4545282567416151,label num hi 2,0.29154363402637445,constant_value,0
binary_2,,Adams,1922-07-24,971.505.9937x368,,0374 Short Road,,VI,61566,,,-1.5070639308658516,q_const_0,label num lo 3,-1.6285157481230064,1.3166598681276287,constant_value,-0.8992970744603689,Thursday,q_const_0,Rand Choice 1,West,G5,1.3166598681276287,-0.08105132202786813,1.307456341390899,High,49681.92646907898,440.6292998674761,,1.6315646380691187,,-0.6957489358891848,2.655620312745675,6.270165578420683,1.307456341390899,label num hi 12,0.7310895485849287,constant_value,1
binary_1,Regina,Hunter,1944-10-14,,bakerdavid@example.net,,Lake Jessica,,,,Q2,1.1348510235170552,q_const_0,label num lo 3,-0.7935077026969307,-0.6947894496050705,constant_value,0.5332668747748809,Sunday,q_const_0,,,,-0.6947894496050705,-1.4959530778295815,-0.8662835692355215,Low,59918.5507770406,237.35305984552633,0.8384140812320415,,0.10333229901504598,0.30013615139914585,-1.0097045325289247,3.2643531003337616,-0.8662835692355215,label num hi 14,-1.004417912358189,constant_value,0
binary_1,Ellen,Cook,2020-09-11,001-212-467-3783x9017,walkershawn@example.com,557 Collins Common Apt. 385,,MT,06214,0.20501711099889847,,,q_const_0,label num lo 2,,-0.8219286979264323,constant_value,-1.096878793881008,Thursday,q_const_0,,West,,-0.8219286979264323,0.0953567045267587,-0.9300204987578736,Low,,,1.4219640470561483,-2.253139125336009,,1.161528291250053,-1.2631461797928711,2.159462355647931,-0.9300204987578736,,0.04324457982315329,constant_value,0
binary_2,Robert,Reynolds,1988-01-19,,stevensmith@example.com,515 Irwin Mills Suite 717,Elizabethshire,,74568,0.7495933311821905,,2.8116604649886328,q_const_0,,1.3813430931926345,0.9855215928773686,constant_value,1.3049569454716978,Friday,q_const_0,Rand Choice 1,South,G5,0.9855215928773686,1.4038939942801378,-0.7372932280203961,High,51129.519347968795,251.19422812502148,-1.4195795009120538,0.2723897447064696,,-1.3869409588175947,2.550640485606346,3.490384385648775,-0.7372932280203961,,0.868908203598992,constant_value,1
binary_1,Barbara,Martinez,2018-08-06,,cwaller@example.org,,New Josephville,MT,89603,0.35461962969039523,Q1,1.1275843539263182,q_const_0,label num lo 2,0.7820416298419012,-2.564791778730816,constant_value,0.020170301249011043,Thursday,q_const_0,Rand Choice 1,West,G1,-2.564791778730816,,-3.080533853984221,Low,,484.70056330824764,1.137845702427831,-5.127495884373698,0.18339261592640327,1.3275505945463575,-4.360144894922218,0.8363476494248407,-3.080533853984221,,0.6165831667027724,constant_value,1
,,Cannon,1961-08-25,800.490.8824x49751,kristinataylor@example.com,0714 Cox Circles,South Bryanfurt,KS,00969,,Q2,0.4973261751038556,q_const_0,label num lo 2,-0.11444462617404676,-0.7594328147634103,constant_value,0.31835886275685127,Saturday,q_const_0,Rand Choice 1,South,,-0.7594328147634103,0.3102234687780161,-0.8639258804342309,Low,54754.028183615446,,,,,0.13556115621760395,-1.1488377008444244,-1.3981633242828413,-0.8639258804342309,label num hi 9,-0.36715744407552264,constant_value,0
,William,Morgan,1999-12-04,246.431.5289x93521,lisa99@example.net,43846 Church Inlet Suite 713,Lake Kenneth,,,,,6.040159446208021,q_const_0,label num lo 2,0.5016756872607373,0.5956447199701553,constant_value,-0.22980701874494672,Friday,q_const_0,Rand Choice 2,North,G5,0.5956447199701553,0.05039483667339861,-1.4592268676806124,High,52427.87168020588,470.54823079172104,,0.6698452078644235,0.8601757403761066,1.9867230271836205,1.92901389155946,,-1.4592268676806124,,0.46391734287558173,constant_value,1
binary_2,Jason,Bryant,1957-10-13,754.859.0910x977,kenneth12@example.net,50976 Hill Streets,Brooksfurt,,13490,,,3.3174463122563824,q_const_0,label num lo 3,-1.5360484592964498,0.4699633783207091,constant_value,0.1682246041855353,Monday,q_const_0,Rand Choice 1,South,G5,0.4699633783207091,2.81155639615697,-0.7322671943216712,High,,,0.575650433204257,0.9042443754391222,,0.5729774387734586,1.4450654235175266,3.5092252884791453,-0.7322671943216712,label num hi 9,-0.6628576414779582,constant_value,1
binary_1,,Perkins,1990-03-06,,lisaroberts@example.net,7642 Dunn Forges Suite 637,North Amymouth,,06639,,Q2,3.611069510890369,q_const_0,label num lo 1,-1.0790532532253676,-0.2795102143739898,constant_value,-0.35490267457533675,Sunday,q_const_0,Rand Choice 2,North,,-0.2795102143739898,,-0.5299124803461548,Low,61830.19182996203,,0.05661769564102146,-0.8847122904869573,,0.34714772205183714,-0.21975461471854163,1.755371734664201,-0.5299124803461548,label num hi 7,-1.288412102941473,constant_value,1
,Erica,Morgan,1964-07-12,,sdeleon@example.net,,,,88012,0.985965394936529,,6.102108751971228,q_const_0,label num lo 2,,4.020261576429226,constant_value,2.4130437963628872,Thursday,q_const_0,Rand Choice 1,North,G6,4.020261576429226,4.543975846379726,-1.5821434050254581,High,52178.34269975137,,,5.616522391007017,,0.15679190830521134,9.29929607315589,,-1.5821434050254581,,0.43799141781643747,constant_value,1
binary_1,,Henderson,1975-06-18,,williamnorris@example.org,6909 Perez Motorway Suite 472,,PR,98109,0.45407627893066216,,3.2354986518406497,q_const_0,,,-2.111879848850791,constant_value,1.7411407742683382,Friday,q_const_0,Rand Choice 1,North,G1,-2.111879848850791,-1.9773068884036822,-1.355588898518359,Low,59748.1966771789,,1.801364425247921,,,1.5736782855317375,-3.8998881447594083,1.186874008206817,-1.355588898518359,label num hi 7,1.4119605952995848,constant_value,0
binary_1,Lauren,Burke,1978-05-22,4439099752,tracy66@example.com,44350 Rogers Skyway,Lake Evan,SD,10254,,Q3,0.20875497341332894,q_const_0,label num lo 3,1.4683412807266858,0.0047937045562540526,constant_value,1.5895144131289434,Tuesday,q_const_0,Rand Choice 1,,,0.0047937045562540526,-2.0997765673128406,-1.0516255344644105,High,,413.695048502826,0.07178184259922804,,,0.2944066400026794,0.5432461967883244,,-1.0516255344644105,label num hi 5,0.48757913773758227,constant_value,0
