<<<<<<< HEAD
binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,corr_feature_class,multicollinearity 3,informative_1,outliers 2,outliers 1,random label num 11,random choice 2,uniform corr 1,correlated w target 2,duplicate_2,correlated w target 1,multicollinearity 4,random choice 7,target,multicollinearity 2,uniform corr 2,pd qcut1,pd qcut3,multicollinearity 1,class,scaling_combined,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2,random choice 4_North,random choice 4_South,random choice 4_West,random label num 3_label num lo 2,random label num 3_label num lo 3,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2
0,0.003,0.22,0.001,0.001,0.001,0.001,0.001,0.013,0.001,-0.4303781143887533,-1.772774204091245,-0.665227145810336,-4.184710267689122,2.105401184947197,0.096,0,0.0019501046328625337,-7.589687566745138,-0.16128878381921352,0.2352489018008202,-2.4272519334538516,0.411,0.07340338797452206,-3.9078057238106223,0.0020293365883726575,0,0.243,-2.900521604689702,0.0,44403.58365248755,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.006,0.22,0.001,0.001,0.001,0.001,0.001,0.231,0.001,1.6125862174835588,0.11559459578017893,-1.003398424787518,-4.184710267689122,-5.00236686001594,0.094,1,0.0019501046328625337,4.2722830926956235,0.32954461318114314,-8.755064206115653,0.6319457180605789,0.101,1.2244644052738665,-1.8583103810561266,0.34596001378380536,0,0.243,-2.900521604689702,1.0,44825.954287290246,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.014,0.549,-2.429594886054355,1.3583463416237682,-0.9771861192032035,6.694760050691843,-2.019339300937614,0.079,0,0.0019501046328625337,-7.589687566745138,-0.47677322315346016,4.282508594326375,1.7702019253935404,0.101,-0.5100448035827425,-0.30593240616266487,0.0020293365883726575,1,0.192,0.41065386101217316,0.0,18674.916732385413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.003,0.22,0.001,0.301,0.001,0.001,0.001,0.016,0.549,2.8637904995513472,0.9830688217579666,-0.3672097975303532,5.853215125079285,-5.00236686001594,0.147,0,0.2846186077793983,-7.589687566745138,0.7048517946407835,-8.755064206115653,0.7869827217693448,0.095,1.8402246618511737,-1.6186056909411097,0.0020293365883726575,0,0.243,-2.900521604689702,1.0,65208.65059646655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.013,0.002,0.001,0.001,0.001,0.001,0.001,0.006,0.001,4.59802329793691,0.6616633024785114,0.06544245839929441,4.420985581447015,0.9429908597264763,0.094,0,0.5245974301463188,-0.30679421693962117,0.03835220406982376,0.7145960552186863,-3.00928276179504,0.105,0.2850504466269492,0.6798991194850164,0.0020293365883726575,0,0.243,0.6105481957279425,1.0,51146.704185745235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.003,0.001,0.102,0.001,0.001,0.001,0.001,0.018,0.001,3.248205669240453,1.3987778531651658,-2.313489660808804,5.333652364356547,-5.00236686001594,0.074,1,0.9964906007304736,-7.589687566745138,3.4193940816049477,-8.755064206115653,-3.00928276179504,0.411,8.228605189249649,-3.9078057238106223,0.0020293365883726575,0,0.188,-2.900521604689702,1.0,18674.916732385413,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.001,0.002,0.102,0.001,0.001,0.112,0.288,0.231,0.549,3.4580277746914647,-0.489457103060806,-0.37100435099479534,-0.24429729916155107,-5.00236686001594,0.095,1,0.7355767226784059,-0.21485275766505907,-0.04004040718033264,-8.755064206115653,0.01766941694941027,0.095,0.2461272788081202,-0.7471824443162662,0.762245349584389,0,0.192,-2.900521604689702,1.0,71127.12318975409,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.018,0.549,1.898199387386221,-0.2639501708681198,-2.4524549056930836,5.855889736217201,-5.00236686001594,0.09,0,0.9970048161669122,1.8675777385868306,3.547011321336515,6.794663735725299,-3.00928276179504,0.411,8.54296336521608,2.897564568479495,0.9841436425082906,0,0.188,1.3694426978432008,1.0,70890.17499599488,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.005,0.012,0.001,0.001,0.001,0.001,0.288,0.014,0.001,0.6601135995436482,1.0580940752028083,-1.532181706927974,3.7259904661296055,-5.00236686001594,0.083,0,0.05221528174210077,-0.23905339817241256,-2.510282567290737,-3.6972083967672313,-3.00928276179504,0.104,-4.700906344131794,-1.3890086754928384,0.45854397553801823,1,0.096,-2.006796480164237,0.0,57459.22325370316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.013,0.004,0.001,0.001,0.001,0.001,0.001,0.017,0.001,0.1423123543069571,1.824735998162387,-1.0772652182403666,1.1253925620537066,0.0325106940775605,0.147,1,0.0019501046328625337,-0.3793404988953408,-1.6587103622990578,-1.0485783202734842,-3.00928276179504,0.411,-3.011643225407473,0.7014894834297851,0.0020293365883726575,0,0.098,-2.900521604689702,1.0,18674.916732385413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.001,0.102,0.001,0.001,0.001,0.001,0.013,0.001,3.1632050886273966,-0.3823992392763726,-0.38921959089271496,2.28689555048968,-5.00236686001594,0.095,0,0.41997078904172336,-0.43511419529910045,-0.33698764825019656,-0.47109894114493633,-0.049763654444944266,0.105,-0.3844158621828906,-0.3269209333078563,0.42911081800170897,1,0.243,-1.1984226049507916,1.0,39394.67838487883,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.001,0.001,0.001,0.102,0.001,0.001,0.014,0.549,1.0314504965333766,0.6895536596428079,1.5416843475219357,2.356196180989653,-0.7972772136307862,0.079,0,0.723408908438004,0.6775355841875319,0.22845198918759446,1.7905184069416036,-0.039718615162974015,0.083,0.25596860899034335,2.4632326856820805,0.9220285211070366,0,0.192,0.03072578791485384,1.0,57995.10429127804,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.016,0.549,4.399563144437927,1.1404419186186106,-0.7365003859345558,4.61467343280747,-5.00236686001594,0.079,0,0.4785653797998741,-7.589687566745138,-0.41942486717601346,-0.23347996919740616,0.4601195160054112,0.411,-0.4583468232396994,0.7813889966667806,0.6338005500277285,1,0.192,1.1664082711289505,1.0,45242.69286397416,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.013,0.22,0.001,0.301,0.001,0.001,0.001,0.008,0.549,1.3671245716758997,1.4042459287268194,1.2595746835485517,0.679548265457349,-0.3474108457715774,0.078,1,0.6465646031759665,3.708922654993102,1.1878818825121904,-8.755064206115653,1.4008889817505714,0.101,2.3939844448233685,1.3620609324456154,0.5656708962314454,0,0.243,0.34568914884635965,1.0,51825.722153267605,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.011,0.003,0.001,0.001,0.001,0.001,0.001,0.015,0.549,4.865407522834091,-0.8053490263011475,0.24639274266123934,3.794181970624579,-5.00236686001594,0.085,0,0.4891591029907354,-7.589687566745138,0.48852981613995416,-0.058993710730021465,-0.5593097098749441,0.101,1.1956592855851775,1.076635625132568,0.0020293365883726575,0,0.243,-2.900521604689702,1.0,18674.916732385413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0.008,0.008,0.001,0.001,0.001,0.112,0.288,0.231,0.549,2.08122274030658,0.16351920162040814,-0.9203967684011801,4.026496425728585,-0.5337924637105423,0.085,1,0.24087466038082211,-0.20723056270910178,-1.4136062056917957,0.8360749208339471,-0.01992198874443293,0.411,-2.533092462263891,-3.9078057238106223,0.074410806090952,1,0.098,-2.900521604689702,0.0,59220.56431548155,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.001,0.001,0.001,0.301,0.001,0.112,0.288,0.231,0.549,-0.37219746062539283,-0.6145553560673399,-0.16358586148092058,2.2335427609599066,-0.41562169691692663,0.094,0,0.9027108101255086,-7.589687566745138,1.6135754809776244,3.512236499659866,-1.1281856942834556,0.105,3.7261301300966587,-3.9078057238106223,0.8795653089854529,0,0.188,0.17150447127092716,0.0,54203.17897947346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.005,0.002,0.001,0.301,0.002,0.001,0.001,0.016,0.549,-0.17710335867543536,-1.5137223246833047,-3.0064857040360815,5.449046484894647,-5.00236686001594,0.095,1,0.9150551692554232,-0.23900535390429223,1.1935600256613847,5.886127622778741,-3.00928276179504,0.411,3.666647357395271,-0.1471136448208216,0.0020293365883726575,0,0.188,1.5191552549059624,1.0,50572.5752096444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.014,0.22,0.001,0.001,0.001,0.001,0.002,0.011,0.001,4.927846896314674,1.0255176811584628,-0.9906155433694105,0.7574240673450174,-0.7755088952275293,0.079,1,0.9681559129765616,9.085021500730702,3.909761909687836,3.7715742185066805,0.3442418885905115,0.095,8.887876169328786,-3.9078057238106223,0.9994749161435321,0,0.243,-1.8753040321859245,1.0,46254.35890841564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.017,0.001,2.8101944102367264,1.1907472300690398,1.7287715568502398,4.920869461779308,-5.00236686001594,0.085,1,0.03822081846776225,-7.589687566745138,-0.8234067531806701,0.4880270553061108,1.2113078356553693,0.105,-2.0519110588128235,0.2926621389902646,0.0020293365883726575,1,0.183,-2.900521604689702,0.0,18674.916732385413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.076,0.002,0.001,0.001,0.001,0.001,0.288,0.014,0.549,0.46477847222355373,0.9223737183805238,-0.9345811293316918,4.288234273182762,-5.00236686001594,0.09,0,0.053159055914282057,-1.0500614696933828,-0.6424123882202128,0.7985716607233515,0.44677965470412057,0.104,-0.8773567700397239,2.5777393601871936,0.0020293365883726575,0,0.192,-2.900521604689702,0.0,18674.916732385413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.016,0.003,0.001,0.301,0.001,0.001,0.001,0.231,0.549,3.6860186613429335,-0.7006431771859102,-0.6874550295611617,0.08671925088957044,0.5597299548656461,0.079,0,0.43884455324133065,-3.704123129242536,-1.3338201851664797,-8.755064206115653,-0.28233474575973855,0.411,-2.4310551255406807,0.24002596705427837,0.0020293365883726575,0,0.183,0.3070036558911382,1.0,51600.7080631255,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.006,0.005,0.002,0.001,0.001,0.112,0.288,0.231,0.549,3.210899723061858,0.9055793784495222,2.6169036158776837,5.664534226510599,-5.00236686001594,0.09,0,0.5067506557288239,-7.589687566745138,-0.5836238223252757,-1.1925901798187468,-3.00928276179504,0.104,-1.80082411217753,0.9866453780662469,0.0020293365883726575,0,0.183,1.2638961233888237,0.0,55279.400475134054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.076,0.003,0.102,0.001,0.001,0.001,0.288,0.017,0.001,-1.400192121132382,0.457339697011271,-1.2340496420189209,3.0709465760855594,-5.00236686001594,0.079,1,0.7041423476652116,-4.147498568120584,-1.4226197276104604,0.7637171339612785,-3.00928276179504,0.104,-2.459719551253124,-3.9078057238106223,0.0020293365883726575,1,0.098,-2.900521604689702,0.0,46383.151688313905,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.006,0.001,0.001,0.301,0.001,0.001,0.288,0.231,0.001,4.470390541090741,-0.2943209974203612,0.9888942527076575,3.69219415799075,-5.00236686001594,0.096,0,0.37980255187866635,-3.161078167370698,-1.2916190122434221,-8.755064206115653,-0.7755570605947811,0.411,-2.8359943820989746,-0.23339983091392966,0.0020293365883726575,1,0.098,-1.1040183921780005,0.0,68823.41496852359,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.004,0.001,0.001,0.001,0.001,0.001,0.017,0.549,5.281500688906608,1.1226389069857092,0.7944730413196981,5.3627017860096355,-5.00236686001594,0.083,0,0.17539520541690434,-7.589687566745138,-1.6112729307693643,0.9411820294255999,1.3213387255218563,0.411,-3.463100851800121,0.6283652165986916,0.0020293365883726575,1,0.096,0.7117271021007638,1.0,38980.054614284665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.013,0.001,0.001,0.001,0.001,0.001,0.288,0.017,0.549,-0.2122861366199582,-0.37415916843384034,1.5281307620150852,1.6917100038884236,0.39925644110705566,0.094,0,0.7908448766315713,4.225861315253672,1.547818853690373,2.229739875106014,0.5246226781812637,0.095,3.085453993852708,0.28165866403713424,0.0020293365883726575,0,0.188,0.6499867102060576,1.0,51341.43853193113,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.008,0.003,0.001,0.301,0.001,0.112,0.288,0.231,0.549,5.385816041849614,0.05862581447675948,-0.0039023747910411632,4.185692451589195,-5.00236686001594,0.074,0,0.733513149477188,-0.11304850938606531,0.03654153022841422,3.0526659087178776,0.16620335436435685,0.411,0.3016622924452146,-0.04873798937702842,0.8252144121883043,0,0.192,-2.900521604689702,1.0,47629.52916720359,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002,0.001,0.001,0.001,0.102,0.001,0.001,0.231,0.001,-0.4629325614898887,-0.6629976145713433,-0.8786791686740647,2.1510235723362827,-5.00236686001594,0.094,1,0.9824302023175532,-7.589687566745138,2.164633600240614,2.834680479331745,-0.9062008651132986,0.411,5.117535011519678,-0.5046804391961506,0.0020293365883726575,0,0.188,0.5928641260549689,1.0,51150.5664340056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.003,0.22,0.001,0.001,0.001,0.001,0.001,0.231,0.001,2.9417598745070017,0.08025602035397365,-0.3055700284624254,0.559297511088864,-5.00236686001594,0.09,1,0.0019501046328625337,-7.589687566745138,-0.14632968510417,-8.755064206115653,0.49413000274998825,0.411,-0.0008297979718316917,0.7053258415583505,0.7035901733596431,0,0.192,-2.900521604689702,1.0,62115.33344103389,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.006,0.003,0.001,0.001,0.001,0.112,0.288,0.231,0.549,4.489746276317877,-0.5397433908672425,-0.8002129159765416,3.8169116191661185,-2.803724541110677,0.079,1,0.38178489393104414,2.9626063869152115,-0.25171859621292303,5.761716203993317,0.47617779647677316,0.101,-0.08037136624690688,-0.47390628185027156,0.0849187344066103,1,0.192,-2.900521604689702,0.0,56797.08359562886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.003,0.22,0.001,0.001,0.001,0.001,0.002,0.231,0.549,3.0981058704193725,1.4041549724380806,-0.7505911520186774,1.8943470814769048,0.15381913148256685,0.147,0,0.6371397374940033,-7.589687566745138,-0.03100730842597943,0.5778530365938158,0.23505171296895921,0.083,0.3776294543436757,1.1623740544840158,0.0020293365883726575,0,0.192,0.4761000101684724,0.0,38487.94327687877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.002,0.22,0.001,0.001,0.102,0.112,0.288,0.231,0.549,3.46994119986001,0.6800572314590027,0.6525723778990105,2.211718498790029,-5.00236686001594,0.147,1,0.0019501046328625337,-7.589687566745138,-0.2810489524479556,2.6144484892751336,1.1192853043725277,0.411,-0.5724414786071192,0.017778008411532483,0.2220114021774584,0,0.192,-2.900521604689702,1.0,42534.803416368304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.002,0.102,0.001,0.102,0.001,0.001,0.014,0.549,-3.7314929064886533,0.76900715305875,-0.8384585300999574,7.128302205736566,0.35730249217440746,0.095,1,0.32632759626662927,0.40104960829990777,-0.6986130172434446,2.7433304073038567,-0.24678139494451218,0.101,-1.0261143964141768,-0.8521645943137989,0.033396463235142206,0,0.192,-2.900521604689702,0.0,18674.916732385413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,0.002,0.012,0.001,0.301,0.102,0.001,0.288,0.012,0.001,-0.9024460149090054,-0.7403431811365536,-1.7559732458630797,4.101821150231521,-5.00236686001594,0.09,1,0.31909584561539184,-7.589687566745138,-2.968690366187692,-4.9737735369551155,-3.00928276179504,0.083,-5.61648207426748,2.350861276491582,0.055122674177659384,0,0.096,1.3129638770314183,0.0,67583.85909111354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.001,0.001,0.301,0.001,0.001,0.001,0.014,0.001,4.753518459034228,1.1164271308269118,0.8869521904343975,-1.0448876576873745,-5.00236686001594,0.147,1,0.38971055808325894,3.333992898243838,-0.9396906335472068,-2.006867732103209,1.3204691115538238,0.411,-2.0522036174431877,1.3188092746631161,0.0020293365883726575,1,0.183,-2.900521604689702,0.0,18674.916732385413,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.015,0.003,0.001,0.001,0.001,0.001,0.001,0.019,0.549,1.6567904296874834,-1.0475403416392801,0.19908168887326094,2.9656017682899947,-4.514188270064912,0.079,0,0.4138493717197417,-0.10240715044416623,-0.33829148167801093,-8.755064206115653,-0.934792606765483,0.101,-0.5610348441837318,-0.2938180672745363,0.550548597124872,0,0.192,-2.900521604689702,1.0,18674.916732385413,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0.001,0.22,0.001,0.001,0.001,0.001,0.001,0.014,0.549,1.0234756810942622,-1.4455987723604442,-1.0405088385936176,7.261592174619367,-0.0015068213593036682,0.078,0,0.2455710389685411,-7.589687566745138,-1.3175631030344777,-1.0257468369968923,-1.7557448038679715,0.411,-2.2919222457864326,0.7857001838366214,0.21851094317082376,0,0.183,0.9911960933932137,0.0,56792.287052403,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.014,0.22,0.001,0.001,0.001,0.001,0.001,0.009,0.549,2.6548395365703974,0.08012636773393814,-3.183471557006158,2.2937777467876947,1.7634168698471222,0.094,1,0.9571159750770384,-7.589687566745138,1.600586836298887,1.513004262904162,0.691362709928399,0.083,4.590607140866034,-3.9078057238106223,0.0020293365883726575,0,0.188,-2.900521604689702,1.0,64552.39590546176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.076,0.001,0.001,0.001,0.001,0.001,0.288,0.231,0.549,1.291947850399609,0.3628819203963495,1.5692747980801651,4.751057253325024,-5.00236686001594,0.079,0,0.21728714978632108,-0.9025927680704994,-1.1610356099015724,0.26265396316425327,0.002912765494510296,0.105,-2.727830839278072,1.0269344761586339,0.0020293365883726575,1,0.098,-2.900521604689702,0.0,18674.916732385413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.005,0.001,0.001,0.001,0.001,0.002,0.017,0.549,1.8146355837388088,1.7404511827852855,1.101389535358578,2.6848524452173397,-5.00236686001594,0.09,0,0.11782732748568592,-7.589687566745138,-1.2937932119284823,-3.261074308545573,1.7771720530445487,0.101,-2.873889770412836,-2.6868997101483276,0.35678678852717793,1,0.098,-2.900521604689702,0.0,38314.286186604804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.076,0.22,0.102,0.001,0.001,0.001,0.001,0.02,0.001,4.85608844561192,0.9674388380930579,-1.2365392752077555,8.16478045845931,-5.00236686001594,0.094,1,0.8422024101569665,0.8664943287197389,0.12363979604400421,-8.755064206115653,0.7721516237475617,0.411,0.8523970934054144,-0.7954757995531012,0.7567146000861145,0,0.192,-2.900521604689702,1.0,18674.916732385413,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.005,0.001,0.001,0.001,0.001,0.001,0.001,0.014,0.001,1.8079769789776887,-0.09786603038080141,-0.7326374872488117,7.348202505319545,-5.00236686001594,0.147,1,0.6731951133562195,-7.589687566745138,0.2926030731647018,1.184166449439831,-3.00928276179504,0.104,1.065350141491223,0.7790762985289881,0.0020293365883726575,0,0.243,-2.900521604689702,0.0,38892.794532088,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.004,0.003,0.001,0.001,0.001,0.001,0.001,0.016,0.549,-2.0342192961653813,1.0360414075681044,1.5292998669533933,0.6605282305633997,-5.00236686001594,0.09,1,0.38513748368190803,-0.2042091679720538,-0.7194211996982298,-8.755064206115653,0.8114033066664357,0.411,-1.7702831695292847,1.0671620774304487,0.0020293365883726575,1,0.183,-0.2788344938121177,0.0,18674.916732385413,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0.006,0.006,0.001,0.001,0.001,0.001,0.001,0.015,0.549,2.0373308694943364,0.3798378626876025,-0.9257646723946684,5.083885041077185,1.5854435877808448,0.085,0,0.7022770384167883,-1.2783092639820015,-0.8429262858104498,-8.755064206115653,-3.00928276179504,0.101,-1.309370893044004,-0.06272537190911696,0.0020293365883726575,0,0.183,-2.900521604689702,0.0,66337.68628734334,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0.002,0.22,0.001,0.301,0.001,0.001,0.001,0.013,0.001,1.452736325218094,0.0748054597236994,-1.5038497208180903,5.2736782380419385,-0.08412889857916027,0.096,0,0.15189194794337646,-7.589687566745138,-2.4176943924105703,-3.233412624107963,0.07801871697373806,0.411,-4.51099611900489,1.1844228688136926,0.07692614830542957,1,0.096,0.26129356841121243,0.0,18674.916732385413,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.231,0.001,0.9161935578546359,0.31592064939152914,2.043879079734852,0.7592437015081939,-5.00236686001594,0.095,0,0.31451584482582784,-1.1761160876102361,-1.6562227372241345,-2.3954391127613106,-3.00928276179504,0.411,-3.928527737744961,-0.5364310742421536,0.1343605985424463,1,0.096,-0.11779318747171272,0.0,53038.18672887695,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.001,0.001,0.001,0.001,0.001,0.288,0.013,0.549,1.7791911012692534,-1.3078640414896512,1.5732138784743936,-1.0145427889952932,-5.00236686001594,0.079,1,0.9873694969719323,2.029203511968045,1.6143904868931434,2.87885184122354,-1.7136755614933399,0.101,3.214699184175289,0.019055095560730175,0.0020293365883726575,0,0.188,-2.900521604689702,1.0,46663.18121643559,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.001,0.22,0.001,0.301,0.001,0.112,0.288,0.231,0.549,1.0642868351608816,0.08703346967173071,0.5340528463535862,4.333889429974812,1.0234336592808109,0.083,1,0.33310105663360723,0.17239507555770295,0.5731201994134124,1.0816356387215653,-0.3206253545302704,0.101,1.2918176066644143,-2.070410289507473,0.7012427215070629,0,0.243,-0.8835630578358616,1.0,68688.8195150333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.008,0.001,0.001,0.001,0.001,0.001,0.288,0.013,0.549,0.5808845289111753,-0.6407427616355214,0.37747616739616263,2.9260472353575233,-1.6158449635889298,0.147,1,0.45770636516865604,2.3447916445083097,-0.5746818568277252,-8.755064206115653,-0.7934028244291386,0.411,-1.1199855992295522,-3.9078057238106223,0.28611599405594024,0,0.183,-1.3415070260610424,1.0,55517.90927388864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.008,0.001,0.001,0.001,0.001,0.001,0.001,0.009,0.549,-2.092758369893514,-0.3866624221086649,2.5156255690613945,4.459332886109746,-5.00236686001594,0.096,1,0.21295228760895196,-7.589687566745138,-1.2288934608056508,3.356960470736902,-0.16872488738434893,0.083,-3.152771829286761,-3.9078057238106223,0.0020293365883726575,1,0.098,2.3808069516907455,0.0,18674.916732385413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.006,0.001,0.001,0.001,0.001,0.001,0.002,0.017,0.549,0.9248747124069856,-0.9128076064472352,-1.007994980017128,5.65856357595697,-5.00236686001594,0.147,1,0.9115029587934145,0.190182176837272,1.0524405390063447,0.22256465021474892,-3.00928276179504,0.105,2.773935161414115,-1.293999413951099,0.0020293365883726575,0,0.243,-2.900521604689702,1.0,53644.30340549064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.076,0.001,0.001,0.001,0.001,0.001,0.001,0.016,0.549,1.6454981904819923,-0.8266155023666362,-1.441904594052713,5.353429177634992,-5.00236686001594,0.094,1,0.1457759079197371,1.9492541907986065,-2.142140425136745,-4.951858030403525,-0.30005020025152557,0.411,-3.939188563371206,2.949411788988345,0.0020293365883726575,1,0.096,-2.900521604689702,0.0,54836.06108916821,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.015,0.22,0.001,0.001,0.001,0.001,0.001,0.231,0.001,2.713407094836047,0.06859421850509022,-1.0208759862462062,3.517010788180015,-5.00236686001594,0.09,1,0.20618001521509338,-7.589687566745138,-1.1801182205256275,-1.4439564445079314,0.35406922201236374,0.411,-2.003379105597559,-1.3742537577863587,0.0020293365883726575,1,0.183,-2.900521604689702,0.0,39784.618153821364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.003,0.008,0.001,0.001,0.001,0.001,0.288,0.017,0.549,2.657928711071408,2.0297905666516005,0.7752711660053856,2.0093322004257144,0.4104459650612286,0.078,1,0.0019501046328625337,-1.895694227261866,-1.0225194269056463,2.66556177402368,1.7855404106788093,0.104,-2.1965863718935306,1.827542068196042,0.03866204351810404,1,0.183,0.9717488272657259,0.0,50566.75400326409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.017,0.008,0.001,0.301,0.102,0.001,0.001,0.015,0.001,-12.693470517790814,-0.005004500852650075,-1.0671639899446084,-4.184710267689122,-5.00236686001594,0.09,0,0.5408041139372741,-7.589687566745138,-1.0871640648459655,-2.8957930243602674,0.554829958689785,0.411,-1.790636972500403,-1.271997366193109,0.0020293365883726575,0,0.183,-2.900521604689702,0.0,31362.02893206009,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
